bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
4331,Dreamland (Dreamland  #1),Dale Brown/Jim DeFelice,3.9,7109660,9780007109661,eng,375,1313,28,2001-07-02T00:00:00Z,HarperCollins Publishers Ltd
4338,Dispatches from the Edge: A Memoir of War  Disasters  and Survival,Anderson Cooper,3.96,61132381,9780061132384,eng,212,7205,825,2006-05-23T00:00:00Z,Harper
4341,Dispatch,Bentley Little,3.62,451216776,9780451216779,en-US,386,1291,100,2005-10-04T00:00:00Z,Signet
4346,Dispatches from the Tenth Circle: The Best of the Onion,Robert D. Siegel/Todd Hanson/Carol Kolb/The Onion,4.21,609808346,9780609808344,eng,174,3472,30,2001-09-04T00:00:00Z,Three Rivers Press
4435,Dry,Augusten Burroughs,4.03,1843541858,9781843541851,eng,295,1158,91,2005-03-01T00:00:00Z,Atlantic
4602,Dooby Dooby Moo,Doreen Cronin/Betsy Lewin,4.1,689845073,9780689845079,eng,40,7823,250,2006-08-08T00:00:00Z,Atheneum Books for Young Readers
4623,Does Anything Eat Wasps?: And 101 Other Unsettling  Witty Answers to Questions You Never Thought You Wanted to Ask,New Scientist/Mick O'Hare,3.52,743297261,9780743297264,en-US,224,606,45,2006-04-05T00:00:00Z,Atria Books
4817,Dr. Desirable,Kristi Gold,3.27,373764219,9780373764211,eng,192,20,1,2002-01-25T00:00:00Z,Silhouette Desire
5004,Downfall (Dragonlance: Dhamon Saga  #1),Jean Rabe,3.68,786918144,9780786918140,eng,397,878,9,2001-03-01T00:00:00Z,Wizards of the Coast
5171,Drowning Ruth,Christina Schwarz,3.74,345439104,9780345439109,eng,368,74161,2159,2001-07-31T00:00:00Z,Ballantine Books
5364,Dragonfly in Amber (Outlander  #2),Diana Gabaldon,4.32,385335970,9780385335973,eng,743,222140,11121,2001-08-07T00:00:00Z,Bantam
5376,Dragon's Eye (Stonefort  #1),James A. Hetley,3.43,441013724,9780441013722,en-US,368,133,16,2006-10-31T00:00:00Z,Ace
5526,Dear John,Nicholas Sparks,4.03,446528056,9780446528054,eng,276,502726,9645,2006-10-30T00:00:00Z,Warner Books (NY)
6192,Disgrace,J.M. Coetzee,3.84,143036378,9780143036371,eng,220,61545,3916,2005-08-30T00:00:00Z,Penguin Books
6332,Dirty Beasts,Roald Dahl/Quentin Blake,4.01,142302279,9780142302279,eng,32,4075,121,2002-10-14T00:00:00Z,Puffin Books
6657,Divine,Karen Kingsbury,4.28,141430935X,9781414309354,eng,355,9043,424,2007-05-17T00:00:00Z,Tyndale House Publishers
6690,Danny the Champion of the World,Roald Dahl/Quentin Blake,4.09,375814256,9780375814259,eng,224,46753,1672,2002-02-12T00:00:00Z,Knopf Books for Young Readers
6763,Diabetes Meal Planning Made Easy,Hope S. Warshaw/Warshaw Hope,3.42,1580402518,9781580402514,eng,301,33,4,2006-10-15T00:00:00Z,American Diabetes Association
7260,Dominion: The Power of Man  the Suffering of Animals  and the Call to Mercy,Matthew Scully,4.16,312319738,9780312319731,eng,448,1171,135,2003-10-08T00:00:00Z,St. Martin's Griffin
7264,Dominion (Ollie Chandler #2),Randy Alcorn,4.22,1590525930,9781590525937,eng,603,4180,104,2006-05-01T00:00:00Z,Multnomah Books
7268,Dominion,Masamune Shirow,3.75,1569714886,9781569714881,eng,225,298,8,2000-05-02T00:00:00Z,Dark Horse Manga
7791,Dr. Seuss Goes to War: The World War II Editorial Cartoons of Theodor Seuss Geisel,Richard H. Minear/Art Spiegelman/Dr. Seuss,4.16,1565847040,9781565847040,eng,272,1282,102,2001-09-01T00:00:00Z,The New Press
7793,Dr. Seuss's ABC (Book & CD),Dr. Seuss,4.08,375834966,9780375834967,eng,64,8,0,2005-01-05T00:00:00Z,Random House Books for Young Readers
7865,Days Between Stations,Steve Erickson,4,743265696,9780743265690,eng,256,709,49,2005-02-09T00:00:00Z,Simon & Schuster
8087,Deerskin,Robin McKinley,3.89,441012396,9780441012398,en-US,384,17485,1021,2005-05-01T00:00:00Z,Ace Books
8174,Dark Birthright,Jeanne Treat/Jane Starr Weils,3.63,097216748X,9780972167482,eng,429,132,27,2006-10-01T00:00:00Z,Treat Enterprises
8218,Down to the Bonny Glen (Little House: The Martha Years  #3),Melissa Wiley/RenÃ©e Graef,4.15,64407144,9780064407144,eng,321,1480,39,2001-05-08T00:00:00Z,HarperTrophy
8525,Dead Cert,Dick Francis,3.97,425194973,9780425194973,eng,277,4964,124,2004-01-06T00:00:00Z,G.P. Putnam's Sons
8532,Decider,Dick Francis,3.99,042519938X,9780425199381,eng,341,3461,133,2004-12-07T00:00:00Z,G.P. Putnam's Sons
8744,Desert Dawn,Waris Dirie/Jeanne D'Haem,3.83,1844080080,9781844080083,en-GB,240,2011,84,2004-06-01T00:00:00Z,Virago UK
8746,Desert Children,Waris Dirie/Corinna Milborn/Sheelagh Alabaster,3.71,1844082520,9781844082520,en-US,240,509,25,2005-11-01T00:00:00Z,Virago UK
8858,Death of a Poison Pen (Hamish Macbeth  #19),M.C. Beaton,3.83,446614890,9780446614894,en-US,227,3318,204,2005-01-01T00:00:00Z,Warner Books
8859,Death of an Outsider (Hamish Macbeth  #3),M.C. Beaton,3.83,446614726,9780446614726,eng,194,5757,321,2005-07-01T00:00:00Z,Warner Books
8861,Death of an Addict (Hamish Macbeth  #15),M.C. Beaton,3.8,446608289,9780446608282,eng,214,3015,167,2001-03-01T00:00:00Z,Warner Books
9006,Don't Get Too Comfortable: The Indignities of Coach Class  The Torments of Low Thread Count  The Never-Ending Quest for Artisanal Olive Oil  and Other First World Problems,David Rakoff,3.72,767916034,9780767916035,eng,222,8410,751,2006-09-12T00:00:00Z,Anchor Books
9236,Drat! We're Rats! (Scrambled Legs  #1),Jahnna N. Malcolm,3.69,970016409,9780970016409,eng,160,41,2,2000-09-01T00:00:00Z,Starcatcher Press
9489,Devil's Embrace (Devil  #1),Catherine Coulter,3.8,451200268,9780451200266,eng,397,3381,116,2000-05-01T00:00:00Z,Signet
9696,Dogeaters,Jessica Hagedorn,3.59,1559362154,9781559362153,eng,96,90,8,2002-12-01T00:00:00Z,Theatre Communications Group
10217,Death in Kashmir,M.M. Kaye,3.95,312263104,9780312263102,eng,256,1511,104,2000-12-01T00:00:00Z,St. Martins Press-3PL
10220,Death in the Andamans,M.M. Kaye,3.93,312252811,9780312252816,eng,272,845,57,2000-02-11T00:00:00Z,Minotaur Books
10221,Death in Berlin,M.M. Kaye,3.89,312263082,9780312263089,eng,272,889,62,2000-06-08T00:00:00Z,Minotaur Books
10255,Dr. Mary's Monkey: How the Unsolved Murder of a Doctor  a Secret Laboratory in New Orleans and Cancer-Causing Monkey Viruses are Linked to Lee Harvey Oswald  the JFK Assassination and Emerging Global Epidemics,Edward T. Haslam/Jim Marrs,3.92,977795306,9780977795306,eng,374,1023,164,2007-04-01T00:00:00Z,Trine Day
10329,Dumpy's Valentine,Julie Andrews Edwards/Emma Walton Hamilton/Tony Walton/Ruby Randig,3.31,60885734,9780060885731,eng,24,22,4,2006-12-12T00:00:00Z,Julie Andrews Collection
10382,Dreams from My Father: A Story of Race and Inheritance,Barack Obama,3.88,307383415,9780307383419,en-US,442,1225,181,2007-01-09T00:00:00Z,Crown
10414,Do Not Open This Book,Michaela Muntean/Pascal LemaÃ®tre,3.9,439698391,9780439698399,eng,40,547,185,2006-03-01T00:00:00Z,Scholastic Press
10988,Drums of Autumn (Outlander  #4),Diana Gabaldon,4.35,385335989,9780385335980,eng,880,141771,5455,2001-08-07T00:00:00Z,Delta
11012,Dubliners,James Joyce/Jeri Johnson/ThiÃªn LÆ°Æ¡ng,3.85,192839993,9780192839992,eng,207,91755,3246,2001-03-15T00:00:00Z,Oxford University Press
11166,Dawn (The Night Trilogy  #2),Elie Wiesel/Frances Frenaye,3.87,809037726,9780809037728,eng,81,12576,975,2006-03-21T00:00:00Z,Hill & Wang
11168,Day (The Night Trilogy  #3),Elie Wiesel/Anne Borchardt,3.84,809023091,9780809023097,eng,109,7332,465,2006-03-21T00:00:00Z,Hill and Wang
11563,Danse Macabre,Stephen King,3.64,042518160X,9780425181607,eng,400,21063,460,2001-09-01T00:00:00Z,Berkley
11831,Dicey's Song (Tillerman Cycle  #2),Cynthia Voigt,3.96,689863624,9780689863622,eng,359,16021,594,2003-07-01T00:00:00Z,Aladdin Paperbacks
11878,Darkness Visible: A Memoir of Madness,William Styron,4.04,679643524,9780679643524,eng,96,398,51,2007-01-23T00:00:00Z,Modern Library
11920,Dime Store Magic (Women of the Otherworld  #3),Kelley Armstrong,4.08,553587064,9780553587067,eng,414,767,44,2004-05-27T00:00:00Z,Bantam Spectra
12047,Days: A Tangier Diary,Paul Bowles,3.31,61137367,9780061137365,eng,128,123,16,2006-06-13T00:00:00Z,Ecco
12724,Drawing Down the Moon: Witches  Druids  Goddess-Worshippers  and Other Pagans in America,Margot Adler,4.02,143038192,9780143038191,eng,672,6509,209,2006-10-03T00:00:00Z,Penguin Books
12853,Demons,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.27,375411224,9780375411229,eng,733,214,27,2000-10-24T00:00:00Z,Everyman's Library
13068,Double Whammy (Skink #1),Carl Hiaasen,3.93,446695661,9780446695664,eng,404,11050,624,2005-03-01T00:00:00Z,Grand Central Publishing
13237,Dreaming in Pictures: The Photography,Lewis Carroll/Douglas R. Nickel,4.01,300091699,9780300091694,eng,172,104,6,2002-08-11T00:00:00Z,Yale University Press
13413,Dark Visions,Douglas E. Winter/Dan Simmons/Stephen King/George R.R. Martin,3.89,575402903,9780575402904,en-US,381,155,17,2000-08-10T00:00:00Z,Indigo
13614,Death Note  Vol. 8: Target (Death Note  #8),Tsugumi Ohba/Takeshi Obata/Tetsuichiro Miyaki,4.26,1421506297,9781421506296,eng,201,16983,428,2006-11-07T00:00:00Z,VIZ Media LLC
13615,Death Note  Vol. 1: Boredom (Death Note  #1),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,4.43,1421501686,9781421501680,eng,195,174482,3010,2005-10-10T00:00:00Z,VIZ Media LLC
13616,Death Note  Vol. 4: Love (Death Note  #4),Tsugumi Ohba/Alexis Kirsch,4.39,142150331X,9781421503318,eng,204,21653,690,2006-03-07T00:00:00Z,VIZ Media LLC
13617,Death Note  Vol. 5: Whiteout (Death Note  #5),Tsugumi Ohba/Takeshi Obata/Alexis Kirsch,4.34,1421506262,9781421506265,eng,201,19274,583,2006-05-02T00:00:00Z,VIZ Media LLC
13618,Death Note  Vol. 3: Hard Run (Death Note  #3),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,4.43,1421501708,9781421501703,eng,200,22435,741,2006-01-03T00:00:00Z,VIZ Media LLC
13619,Death Note  Vol. 2: Confluence (Death Note  #2),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,4.43,1421501694,9781421501697,eng,197,25578,948,2005-11-01T00:00:00Z,VIZ Media LLC
13620,Death Note  Vol. 6: Give-and-Take (Death Note  #6),Tsugumi Ohba/Takeshi Obata/Alexis Kirsch,4.39,1421506270,9781421506272,eng,215,18291,491,2006-07-05T00:00:00Z,VIZ Media LLC
13621,Death Note  Vol. 7: Zero (Death Note  #7),Tsugumi Ohba/Takeshi Obata/Alexis Kirsch,4.43,1421506289,9781421506289,eng,211,18321,586,2006-09-05T00:00:00Z,VIZ Media LLC
13622,Death Note  Vol. 9: Contact (Death Note  #9),Tsugumi Ohba/Takeshi Obata/Tetsuichiro Miyaki,4.21,1421506300,9781421506302,eng,193,13472,363,2007-01-02T00:00:00Z,VIZ Media LLC
13623,Death Note  Vol. 10: Deletion (Death Note  #10),Tsugumi Ohba/Takeshi Obata/Tetsuichiro Miyaki,4.22,142151155X,9781421511559,eng,188,12461,325,2007-03-06T00:00:00Z,VIZ Media LLC
13688,Don Quixote,Miguel de Cervantes Saavedra/John Rutherford,3.87,140449094,9780140449099,eng,1056,335,52,2003-01-30T00:00:00Z,Penguin Books
13876,Dear God  Help!!! Love  Earl,Barbara Park/Kenneth Lafreniere,3.97,679853952,9780679853954,eng,144,37,4,2006-07-11T00:00:00Z,Yearling
14016,Difficult Conversations: How to Discuss What Matters Most,Bruce Patton/Douglas Stone/Sheila Heen,4.09,014027782X,9780140277821,en-US,250,61,9,2000-05-25T00:00:00Z,Penguin
14107,Death of a Snob (Hamish Macbeth  #6),M.C. Beaton,3.78,553409689,9780553409680,eng,192,17,1,2000-06-01T00:00:00Z,Transworld Publishers
14118,Disney's Beauty and the Beast (A Little Golden Book),Teddy Slater/Ron Dias/Ric GonzÃ¡lez,4.41,736421971,9780736421973,eng,24,28824,132,2004-05-11T00:00:00Z,Golden/Disney
14181,Do Androids Dream Of Electric Sheep?,Philip K. Dick,4.08,752864300,9780752864303,en-US,224,267,28,2005-03-24T00:00:00Z,Orion Paperbacks
14485,Directing the Documentary,Michael Rabiger,4.23,240806085,9780240806082,en-US,648,183,24,2004-03-30T00:00:00Z,Focal Press
15251,Death's Acre: Inside the Legendary Forensic Lab the Body Farm Where the Dead Do Tell Tales,William M. Bass/Jon Jefferson,4.19,425198324,9780425198322,eng,320,8481,451,2004-10-05T00:00:00Z,Berkley
15763,Dark Rivers of the Heart / Sole Survivor / Intensity,Dean Koontz,4.41,970998716,9780970998712,eng,700,602,10,2001-10-25T00:00:00Z,Bright Sky Press
16172,Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer  Adviser to Kings  Ally of Lawrence of Arabia,Janet Wallach,3.92,1400096197,9781400096190,eng,464,2944,499,2005-07-12T00:00:00Z,Anchor
16178,Dairy Queen (Dairy Queen  #1),Catherine Gilbert Murdock,3.74,618683070,9780618683079,eng,275,25441,2241,2006-05-22T00:00:00Z,Houghton Mifflin
16329,Dead Man's Folly (Hercule Poirot  #33),Agatha Christie/David Suchet,3.79,1572705477,9781572705470,eng,6,12256,393,2006-09-08T00:00:00Z,BBC Audiobooks
16369,Death on the Nile (Hercule Poirot  #17),Agatha Christie,4.1,1579126898,9781579126896,eng,351,674,91,2007-03-30T00:00:00Z,Black Dog & Leventhal Publishers
16427,Dead Man's Folly (Hercule Poirot  #33),Agatha Christie,3.79,7121075,9780007121076,eng,288,619,75,2008-07-01T00:00:00Z,HarperCollins Publishers
16527,Daughter of Fortune,Isabel Allende/Margaret Sayers Peden,3.91,61120251,9780061120251,eng,432,97539,2733,2006-05-02T00:00:00Z,Harper Perennial
16572,Doyle Brunson's Super System,Doyle Brunson/Mike Caro/David  Reese/Joey Hawthorne/David Sklansky/Bobby Baldwin,3.94,1580420818,9781580420815,eng,605,2080,73,2002-12-31T00:00:00Z,Cardoza
16597,Demon Deathchase (Vampire Hunter D  #3),Hideyuki Kikuchi/Yoshitaka Amano,4.02,1595820310,9781595820310,eng,211,1506,53,2006-01-18T00:00:00Z,Digital Manga Publishing / Dark Horse
16619,Democracy in America,Alexis de Tocqueville/Isaac Kramnick/Gerald Bevan,4.02,140447601,9780140447606,eng,992,18925,523,2003-04-24T00:00:00Z,Penguin Classics
16621,Democracy in America,Alexis de Tocqueville/Harvey Mansfield/Delba Winthrop,4.02,226805360,9780226805368,eng,722,390,40,2002-04-01T00:00:00Z,University of Chicago Press
17005,Devilish,Maureen Johnson,3.46,1595140603,9781595140609,eng,263,4782,463,2006-09-07T00:00:00Z,Razorbill
17236,Dracula,Bram Stoker/Jan Needle/Gary Blythe,3.99,744586534,9780744586534,eng,336,73,8,2004-10-04T00:00:00Z,Walker Books Ltd
17238,Dracula,Bram Stoker/Joseph Valente,3.99,743477367,9780743477369,eng,528,9871,431,2003-10-01T00:00:00Z,Pocket Books
17248,Death of a Dreamer (Hamish Macbeth  #22),M.C. Beaton,3.83,892967897,9780892967896,eng,247,73,12,2006-02-01T00:00:00Z,Mysterious Press
17624,Democracy Matters: Winning the Fight Against Imperialism,Cornel West,3.95,1594200297,9781594200298,eng,240,102,12,2004-09-02T00:00:00Z,Penguin Press HC  The
17683,Dead Beat (The Dresden Files  #7),Jim Butcher,4.43,045146091X,9780451460912,eng,517,91592,2747,2006-01-01T00:00:00Z,Roc
17686,Diaries  1910-1923,Franz Kafka/Max Brod/Joseph Kresh/Martin Greenberg,4.23,805209069,9780805209068,eng,521,2090,90,2009-01-21T00:00:00Z,Schocken
17800,Dance Dance Dance,Haruki Murakami,4.04,99448769,9780099448761,eng,393,50169,2117,2002-02-07T00:00:00Z,Vintage
18448,Death of a Celebrity (Hamish Macbeth  #17),M.C. Beaton,3.84,446612049,9780446612043,eng,274,2977,183,2003-01-01T00:00:00Z,Warner Books
18807,Dostoevsky: The Mantle of the Prophet  1871-1881,Joseph Frank,4.56,691115699,9780691115696,eng,800,101,12,2003-09-02T00:00:00Z,Princeton University Press
18808,Dostoevsky,Richard Freeborn,3.76,1904341276,9781904341277,eng,183,55,6,2005-10-01T00:00:00Z,Haus Publishing
19108,Dead Souls,Nikolai Gogol/Richard Pevear/Larissa Volokhonsky,3.99,1400043190,9781400043194,eng,445,388,49,2004-09-21T00:00:00Z,Everyman's Library
20075,Dragon's Fire (Pern  #19),Anne McCaffrey/Todd McCaffrey,3.98,345480287,9780345480286,eng,366,7923,171,2006-08-01T00:00:00Z,Del Rey Books
20164,Daisy Bates: Civil Rights Crusader from Arkansas,Grif Stockley,3.55,1578068010,9781578068012,eng,340,11,3,2005-10-18T00:00:00Z,University Press of Mississippi
20182,Deadlock,James Scott Bell,3.96,310243882,9780310243885,eng,319,327,20,2002-10-06T00:00:00Z,Zondervan
20254,Doctor Who: The Inside Story,Gary Russell,4.22,056348649X,9780563486497,eng,256,273,10,2006-10-26T00:00:00Z,BBC Books
20258,Doctor Who Short Trips: Repercussions,Gary Russell/Peter Anghelides/J. Shaun Lyon/Jon de Burgh Miller/Eddie Robson/Todd Green/Andy Russell/Andrew Collins/Kathryn Sullivan/Iain McLaughlin/Mark Michalowski/Joseph Lidster/Trevor Baxendale/Colin Brake/Claire Bartlett/Sarah Groenewegen/Trey Korte/Andy Frankham-Allen,3.38,1844350487,9781844350483,eng,246,42,5,2004-07-01T00:00:00Z,Big Finish
20862,Divide and Conquer (Tom Clancy's Op-Center  #7),Jeff Rovin/Tom Clancy/Steve Pieczenik,3.8,425174808,9780425174807,eng,372,2560,30,2000-06-12T00:00:00Z,Berkley
20865,Death Match (Tom Clancy's Net Force Explorers  #18),Diane Duane/Tom Clancy/Steve Pieczenik,4.17,042518448X,9780425184486,eng,192,136,1,2003-07-01T00:00:00Z,Berkley
20895,Death Ship of Dartmouth (Knights Templar  #21),Michael Jecks,4.06,755323017,9780755323012,eng,352,7,1,2006-06-01T00:00:00Z,Headline Book Publishing
21282,Dead I Well May Be (Dead Trilogy #1),Adrian McKinty,3.97,743470567,9780743470568,eng,384,2594,243,2004-08-31T00:00:00Z,Pocket Books
21315,Diary of a Spider,Doreen Cronin/Harry Bliss,4.25,60001534,9780060001537,en-US,40,8134,292,2005-07-26T00:00:00Z,HarperCollins
21934,Dirty White Boys,Stephen Hunter/Will Patten,4.05,1570421927,9781570421921,eng,0,1,1,2006-05-01T00:00:00Z,Hachette Audio
22063,Double Dealer (CSI: Crime Scene Investigation  #1),Max Allan Collins/Mike Flaherty,3.67,743444043,9780743444040,en-US,320,1029,53,2003-04-01T00:00:00Z,Pocket Books
22284,Diary,Chuck Palahniuk,3.61,1400032814,9781400032815,eng,262,65139,2120,2004-09-14T00:00:00Z,Anchor
22355,Doom Patrol  Vol. 1: Crawling from the Wreckage (Doom Patrol  #1),Grant Morrison/Richard Case/Doug Braithwaite/Scott Hanna/Carlos Garzon/John Nyberg,4.08,1563890348,9781563890345,eng,192,5447,235,2000-04-17T00:00:00Z,Vertigo
22360,Doom Patrol  Vol. 5: Magic Bus,Grant Morrison/Richard Case/Ken Steacy/Stan Woch/Philip Bond/Mark McKenna/Scott Hanna,4.27,1401212026,9781401212025,eng,203,1363,52,2007-04-01T00:00:00Z,Vertigo
22390,Doom Patrol  Vol. 4: Musclebound,Grant Morrison/Richard Case/Mike Dringenberg/Mark McKenna/Jamie Hewlett/Steve Yeowell/Rian Hughes,4.15,1401209998,9781401209995,eng,256,2322,77,2006-08-30T00:00:00Z,Vertigo
22472,Discourse on the Origin of Inequality,Jean-Jacques Rousseau,3.82,486434141,9780486434148,eng,73,9975,210,2004-06-04T00:00:00Z,Dover Publications
22543,Death by Black Hole: And Other Cosmic Quandaries,Neil deGrasse Tyson,4.1,393062244,9780393062243,eng,384,9837,552,2007-01-17T00:00:00Z,W. W. Norton  Company
22944,Drum Into Silence (Drums of Chaos  #3),Jo Clayton/Kevin Andrew Murphy,3.41,812551249,9780812551242,en-GB,399,1,0,2004-02-01T00:00:00Z,Tor Fantasy
23224,Darkest Hour (The Mediator  #4),Meg Cabot,4.17,60725141,9780060725143,eng,316,30471,671,2004-12-28T00:00:00Z,HarperCollins
23239,Demons Are Forever (Demon-Hunting Soccer Mom  #3),Julie Kenner,3.89,425215385,9780425215388,eng,292,2368,162,2007-07-03T00:00:00Z,Berkley Publishing Group
23290,Dubliners,James Joyce/Margot Norris/Hans Walter Gabler/Walter Hettche,3.85,393978516,9780393978513,eng,369,789,51,2006-02-01T00:00:00Z,W. W. Norton & Company
23293,Dubliners,James Joyce/Frank McCourt/Donal Donnelly/Ciaran Hinds/Colm Meaney/Malachy McCourt,3.85,60789565,9780060789565,eng,8,53,11,2005-05-10T00:00:00Z,Caedmon
23318,Discovery of the Presence of God: Devotional Nonduality,David R. Hawkins,4.61,971500762,9780971500761,en-US,296,186,11,2007-06-28T00:00:00Z,Veritas Publishing
23453,Dragons of Winter Night (Dragonlance: Chronicles #2),Margaret Weis/Tracy Hickman,4.12,786930675,9780786930678,en-US,361,424,20,2003-07-01T00:00:00Z,Wizards of the Coast
23454,Dragons of Winter Night (Dragonlance: Chronicles  #2),Margaret Weis/Tracy Hickman,4.12,1932796789,9781932796780,eng,358,35536,401,2007-04-10T00:00:00Z,Devil's Due Publishing
23460,Dragon's Treasure,Elizabeth A. Lynn,3.54,441012590,9780441012596,eng,336,170,11,2005-09-27T00:00:00Z,Ace
24028,"Dirty Italian: Everyday Slang from ""What's Up?"" to ""F*%# Off!""",Gabrielle Ann Euvino/Lindsay Mack,4,1569755663,9781569755662,eng,163,46,0,2006-10-28T00:00:00Z,Ulysses Press
24655,D'Aulaires' Book of Norse Myths,Ingri d'Aulaire/Edgar Parin d'Aulaire/Michael Chabon,4.39,159017125X,9781590171257,eng,154,3485,260,2005-05-31T00:00:00Z,New York Review of Books
24724,Drop City,T. Coraghessan Boyle/Richard Poe,3.85,142003808,9780142003800,eng,497,10333,879,2004-01-27T00:00:00Z,Penguin Books
24866,Dragon's Kin (Pern  #17),Anne McCaffrey/Todd McCaffrey,3.92,345462009,9780345462008,eng,298,8100,185,2004-12-28T00:00:00Z,Del Rey
24873,Dragonflight (Pern: Dragonriders of Pern  #1),Anne McCaffrey/Dick Hill,4.1,1597379514,9781597379519,en-US,8,118,20,2005-09-25T00:00:00Z,Brilliance Audio
24951,Danny the Champion of the World,Roald Dahl,4.09,435122215,9780435122218,eng,208,20,1,2009-09-01T00:00:00Z,Heinemann Library
24953,Danny The Champion Of The World,Roald Dahl/Quentin Blake,4.09,022406469X,9780224064699,eng,256,107,9,2002-11-07T00:00:00Z,Jonathan Cape
25170,Dust (Richard Jury  #21),Martha Grimes,3.64,670037869,9780670037865,eng,342,2612,286,2007-02-01T00:00:00Z,Viking Books
25279,Dragon's Gate (Golden Mountain Chronicles  #3),Laurence Yep,3.67,64404897,9780064404891,en-US,352,1845,128,2001-01-23T00:00:00Z,HarperCollins
26048,Dream Makers: Untamed / Less of a Stranger,Nora Roberts,3.8,373285248,9780373285242,eng,411,989,32,2006-09-19T00:00:00Z,Silhouette Books
26092,Double Identity,Margaret Peterson Haddix,4.02,689873743,9780689873744,eng,224,276,52,2005-10-01T00:00:00Z,Simon  Schuster Books for Young Readers
26759,Dark Water,KÅji Suzuki/Glynne Walley,3.61,1932234225,9781932234220,eng,279,2433,146,2006-06-06T00:00:00Z,Vertical
27170,Dead Of Winter (Louis Kincaid  #2),P.J. Parrish,3.95,786011890,9780786011896,eng,416,773,86,2001-01-01T00:00:00Z,Pinnacle
